ra_deg	dec_deg	v_mag	b_v
276.05744	39.50724	5.11	0.047
276.07601	-44.11026	5.24	-0.163
276.13808	-49.65288	6.45	0.593
276.17553	-7.07594	6.28	1.161
276.23837	-1.57941	6.15	0.381
276.24359	27.39478	6.27	0.053
276.25594	-30.75657	5.58	1.138
276.33767	-20.54168	4.81	1.310
276.34030	-35.99203	6.14	1.006
276.38179	-63.02153	6.13	0.202
276.41166	8.03201	5.64	0.884
276.47752	-33.94572	6.30	-0.075
276.48012	14.96623	6.37	-0.037
276.49495	29.82893	5.81	0.068
276.49641	65.56348	4.82	1.179
276.72505	-48.11724	5.44	0.855
276.74340	-45.96846	3.49	-0.179
276.80212	0.19611	5.20	0.487
276.92561	59.54911	6.43	0.979
276.93231	-26.63484	6.31	0.263
276.95618	-29.81687	5.90	0.517
276.95967	3.74857	6.07	1.610
276.98533	-17.80036	6.19	0.003
276.99267	-25.42170	2.82	1.025
276.99489	6.19410	5.71	-0.034
277.02569	-26.75725	6.28	0.157
277.02677	-84.38726	6.49	-0.035
277.11297	-38.99567	5.63	0.140
277.20774	-49.07059	4.10	0.995
277.29939	-14.56581	4.67	0.076
277.30364	-43.84594	6.36	0.904
277.33309	-80.23271	5.95	1.173
277.39879	23.86620	5.87	-0.096
277.42075	-1.98531	5.38	0.961
277.43737	77.54707	5.65	1.192
277.44483	-14.58199	6.02	0.006
277.48310	-47.22055	5.69	1.258
277.48641	-57.52314	5.74	0.987
277.54943	-18.72879	5.63	1.057
277.55957	-5.72417	6.27	0.953
277.67355	20.81505	6.49	0.795
277.76229	-41.91383	6.02	0.138
277.76854	16.92856	5.76	0.053
277.77018	-32.98911	5.37	0.182
277.84344	-62.27830	4.63	-0.116
277.85706	-10.79584	5.77	0.379
277.85957	-18.40270	5.12	0.016
277.93930	-45.91481	4.92	-0.101
277.98426	-43.50738	5.71	1.322
277.98748	-1.00298	5.93	0.170
278.00811	-45.75738	5.07	-0.127
278.02870	3.65960	6.41	-0.025
278.08606	-14.64427	6.36	0.217
278.08888	-39.70400	5.16	0.079
278.14384	57.04560	4.77	0.611
278.18051	-14.86566	5.47	1.998
278.19231	23.61680	5.88	1.490
278.20816	30.55421	5.47	-0.077
278.23060	-73.96560	5.88	0.992
278.25382	-39.89202	6.22	0.429
278.34462	-5.91172	6.36	0.034
278.34620	-38.72003	6.31	0.020
278.34639	-38.72599	5.67	-0.060
278.34709	8.26825	6.42	-0.044
278.37280	-58.70878	6.40	0.688
278.37577	-42.31251	4.62	0.994
278.41259	-14.85361	5.74	0.043
278.47286	-24.03228	5.49	1.795
278.48623	52.35352	5.38	1.091
278.49069	-33.01656	5.28	-0.115
278.62966	-52.89152	6.21	1.254
278.69789	10.89201	6.48	0.032
278.75997	-10.97721	5.12	0.926
278.80178	-8.24407	3.85	1.317
278.80251	18.20341	5.79	0.006
278.80627	34.45802	6.10	-0.115
278.83888	-20.84044	6.49	0.280
278.87665	23.60553	5.62	1.015
278.90206	4.93599	6.47	0.075
278.97176	16.97570	6.21	0.542
278.99852	-29.69910	6.36	1.272
279.05531	65.48872	6.07	0.279
279.11597	9.12249	5.38	0.387
279.15560	33.46904	5.41	-0.101
279.16281	6.67181	5.43	0.386
279.18979	43.22181	6.21	0.251
279.23474	38.78369	0.03	-0.001
279.28775	16.19829	6.31	0.896
279.38959	62.52659	5.74	-0.045
279.39984	-0.30947	5.76	0.067
279.47678	-21.39772	5.93	0.189
279.51867	-14.00478	6.49	0.189
279.52699	39.66833	6.02	1.444
279.59916	-3.19364	6.49	0.553
279.62798	-23.50489	5.78	-0.018
279.72250	-21.05187	5.85	0.673
279.80956	-47.90977	5.84	0.233
279.88765	40.93506	6.25	-0.052
279.89650	-43.18588	5.42	1.654
279.90365	5.26429	6.36	0.800
279.96499	7.35860	6.26	0.962
279.97006	52.19608	6.00	-0.067
280.00162	-7.79080	5.82	1.536
280.00802	30.84947	6.43	0.900
280.05083	38.36720	6.45	0.220
280.23504	62.74947	6.10	0.978
280.37784	-48.09469	6.47	1.220
280.42213	31.61761	6.41	-0.047
280.42692	-14.56424	6.40	0.757
280.46512	-23.83342	6.22	0.231
280.53370	34.74631	6.49	-0.116
280.56009	-81.80811	6.27	-0.104
280.56844	-9.05255	4.70	0.358
280.59427	-64.64304	6.35	0.153
280.65049	-7.07365	6.13	1.006
280.65814	55.53946	5.03	-0.070
280.72958	-19.28421	6.32	1.591
280.75890	-71.42811	4.01	1.134
280.79314	70.79285	6.28	1.234
280.81904	39.30007	6.45	1.590
280.87089	53.87177	6.18	0.094
280.88022	-8.27521	4.88	1.112
280.90046	36.55660	6.04	1.040
280.90558	-64.55142	5.76	0.967
280.94559	-38.32344	5.11	0.075
280.96348	-6.81812	6.30	0.479
280.96496	31.92661	5.68	0.360
281.03312	-36.71834	6.31	0.980
281.07611	61.04814	6.02	0.967
281.08067	-35.64199	4.86	-0.168
281.08477	39.67012	4.67	0.170
281.09492	39.61272	4.59	0.180
281.16790	23.58988	6.30	0.437
281.19316	37.60511	4.34	0.192
281.20085	37.59461	5.73	0.285
281.20668	-25.01091	5.82	0.033
281.20808	2.06004	5.02	-0.055
281.23083	54.89718	6.26	0.839
281.23815	-39.68619	5.40	0.850
281.29803	-61.09520	6.04	1.484
281.32774	-21.00162	6.35	0.458
281.34951	-56.88197	6.22	1.385
281.36209	-64.87126	4.78	0.199
281.36819	5.50013	5.82	0.041
281.40876	79.94267	6.40	0.296
281.41411	-26.99078	3.17	-0.107
281.41552	20.54631	4.19	0.483
281.44486	74.08555	5.25	0.953
281.48332	-50.87271	6.24	-0.080
281.50478	-19.60636	6.34	1.578
281.51867	26.66213	4.83	1.199
281.55421	41.44181	6.06	-0.120
281.58587	-22.39218	5.37	1.591
281.59265	75.43396	5.37	0.049
281.61914	-0.96169	5.89	0.131
281.67234	18.70591	6.18	1.594
281.67953	52.98796	5.91	-0.096
281.68052	-10.12505	5.69	0.584
281.75531	18.18152	4.34	0.148
281.79364	-4.74787	4.22	1.087
281.87063	-5.70515	5.38	1.280
281.93591	-40.40617	5.20	0.781
281.95471	-77.86825	6.39	0.593
281.98905	31.75684	6.06	-0.139
282.01111	4.24142	6.20	1.509
282.06698	48.76756	6.12	0.225
282.06834	23.51475	6.19	0.492
282.15794	-65.07768	5.71	0.268
282.16455	-6.00431	6.49	0.242
282.18922	-18.60115	6.46	0.902
282.21038	-43.68005	5.46	0.133
282.22244	19.32872	5.89	0.022
282.36393	-45.81010	5.80	0.891
282.39582	-43.43410	5.60	-0.077
282.40497	0.83620	6.24	0.041
282.41711	-20.32466	5.22	1.404
282.42065	-5.91286	5.99	1.568
282.43200	-72.99572	6.04	0.033
282.44131	32.81282	5.93	-0.154
282.47049	32.55106	5.22	0.100
282.51998	33.36267	3.52	0.003
282.62987	-13.57226	6.48	1.662
282.68980	10.97639	6.37	1.443
282.71038	-22.16219	6.29	0.390
282.74379	-9.77410	5.82	0.594
282.80040	59.38835	4.63	1.185
282.84232	-3.31786	6.08	0.299
282.89558	52.97512	5.51	0.843
282.89955	28.78367	6.22	1.183
282.90215	36.53909	6.10	-0.100
283.00802	13.96565	6.19	-0.008
283.03021	41.38324	6.28	-0.083
283.04974	-41.70920	6.47	1.426
283.05431	-62.18759	4.22	-0.150
283.06845	21.42514	5.43	-0.068
283.11346	-46.59512	5.51	1.641
283.11798	-26.65077	6.28	0.941
283.15436	-29.37968	6.12	1.344
283.16518	-52.10737	5.18	0.962
283.24959	-46.58633	6.17	0.051
283.25754	-9.57552	6.27	0.200
283.25978	-48.36091	6.17	0.124
283.30001	-51.93144	6.30	-0.092
283.30644	50.70822	4.92	0.903
283.38840	75.78737	6.33	0.021
283.43150	36.97172	5.58	-0.138
283.44296	57.48656	6.24	1.243
283.50038	-21.35985	5.68	1.206
283.54240	-22.74483	4.86	1.412
283.55520	27.90953	5.64	1.361
283.59939	71.29719	4.82	1.151
283.62618	36.89861	4.22	1.575
283.67964	-15.60304	5.08	0.141
283.68702	22.64508	4.57	0.782
283.69636	48.85940	5.84	0.452
283.69640	-87.60584	5.29	1.304
283.71740	41.60272	5.46	1.034
283.71882	33.96858	5.99	0.922
283.77976	-22.67133	5.00	1.348
283.81636	-26.29672	2.05	-0.134
283.83376	43.94609	4.08	1.397
283.84816	-37.38660	6.48	1.122
283.86436	6.61529	5.58	1.041
283.87919	-16.37663	5.56	0.445
284.00280	-23.17375	5.91	-0.021
284.02551	18.10541	5.69	1.092
284.05493	4.20360	4.62	0.161
284.06101	4.20213	4.98	0.204
284.07063	-42.71068	5.35	0.998
284.09442	-1.79986	6.20	-0.046
284.10669	2.47119	6.14	0.961
284.10716	65.25808	5.62	0.938
284.11349	-31.68902	6.45	1.223
284.16874	-37.34324	5.36	-0.147
284.18771	57.81485	5.67	1.155
284.22793	-62.80190	6.47	1.535
284.23762	-67.23349	4.40	0.530
284.25671	32.90127	5.20	0.594
284.26529	-5.84631	4.83	1.057
284.30963	-43.91701	6.27	-0.073
284.31913	2.53535	5.56	0.004
284.33532	-20.65635	5.02	0.137
284.36866	58.22503	6.47	0.072
284.39331	-39.82320	6.29	0.210
284.43251	-21.10665	3.52	1.151
284.50791	38.26619	5.89	-0.090
284.54215	-83.42220	6.35	-0.033
284.56145	17.36091	5.33	0.731
284.58867	-31.03597	6.09	1.347
284.59877	6.23993	6.22	0.478
284.60346	-22.52949	6.14	0.087
284.61569	-52.93863	4.85	-0.051
284.65187	-60.20055	5.14	1.355
284.68074	-37.10736	4.83	0.396
284.69412	40.67919	6.20	-0.146
284.69552	13.90665	5.91	0.251
284.73593	32.68956	3.25	-0.049
284.74749	50.80914	6.32	0.979
284.77392	13.62224	5.27	0.573
284.79568	-39.53471	6.49	-0.040
284.80122	39.21732	6.43	-0.168
284.84917	-12.84052	5.51	-0.038
284.86158	-18.56643	6.37	0.962
284.87195	-70.46865	6.49	0.305
284.90566	15.06830	4.02	1.082
284.93952	26.23040	5.26	1.228
284.99212	22.81452	6.28	1.672
285.00344	32.14551	4.94	1.465
285.01485	-66.65362	5.98	0.977
285.05699	50.53347	5.39	-0.182
285.10339	-24.94217	6.35	1.253
285.18106	55.65830	5.51	0.862
285.23001	33.80216	6.04	0.983
285.26791	-37.06156	6.44	0.020
285.27265	19.30960	6.47	1.114
285.32232	26.29141	5.69	-0.086
285.35988	46.93481	5.00	0.186
285.38965	-15.28262	6.31	0.963
285.40725	-22.69536	6.25	1.647
285.42011	-5.73911	4.02	1.079
285.45154	33.62126	6.39	-0.117
285.45596	22.26441	6.44	0.130
285.52931	52.26106	6.35	0.983
285.53550	-41.91050	6.21	0.001
285.58986	8.37354	6.25	1.648
285.61532	-24.84683	5.63	1.232
285.65297	-29.88011	2.60	0.062
285.71925	19.66101	6.11	1.317
285.72708	-3.69899	5.40	-0.005
285.76585	-19.24569	5.96	1.158
285.77865	-42.09510	4.74	-0.027
285.77916	-19.10302	6.37	0.480
285.82373	-38.25315	5.73	0.328
285.87354	-68.75554	5.89	0.553
285.88439	1.81877	5.82	0.182
285.98983	-51.01860	5.93	1.236
286.00424	-57.95996	6.30	0.857
286.10065	-5.68484	6.48	2.300
286.10440	-31.04708	5.49	0.026
286.17076	-21.74150	3.76	1.012
286.22986	53.39665	5.40	-0.014
286.24030	-4.03142	5.40	1.120
286.24115	31.74407	5.63	1.548
286.24286	30.73340	6.07	1.575
286.29100	49.92317	6.45	1.348
286.35253	13.86348	2.99	0.014
286.42158	-15.66042	5.93	-0.015
286.44637	29.92167	6.32	1.668
286.56224	-4.88255	3.43	-0.096
286.58314	-52.34091	5.17	0.532
286.60463	-37.06344	4.23	0.523
286.65723	28.62859	5.53	0.296
286.65999	24.25079	5.78	0.104
286.71715	-16.22928	6.00	-0.025
286.71860	-37.81066	6.15	0.705
286.72838	-50.32314	6.29	-0.057
286.73169	-48.29914	5.95	-0.017
286.73504	-27.67042	3.32	1.169
286.74418	11.07123	5.07	-0.055
286.78469	-18.73817	6.28	-0.044
286.82554	36.10016	5.25	-0.109
286.85659	32.50174	5.20	0.367
286.87851	-28.63680	6.05	1.579
286.98884	16.85339	6.08	0.705
287.01468	21.69893	6.22	0.434
287.06068	-24.65737	6.30	0.011
287.06959	-19.29029	5.56	-0.087
287.08737	-40.49670	4.57	1.070
287.10745	52.42573	5.88	1.086
287.21803	-55.72043	6.44	1.101
287.24963	6.07321	5.23	0.346
287.29116	76.56050	5.11	0.308
287.36809	-37.90447	4.11	0.042
287.41565	-39.82724	6.44	1.064
287.44086	65.97851	6.26	0.008
287.44097	-21.02361	2.88	0.377
287.45061	-19.80366	6.11	1.156
287.46498	-0.42811	6.34	-0.042
287.47028	-68.42445	5.31	0.901
287.49022	-41.89226	5.86	-0.080
287.50732	-39.34080	4.10	1.163
287.75794	-39.00471	6.34	0.006
287.82839	-29.50229	6.28	-0.031
287.84651	40.42910	6.20	0.093
287.87910	26.73587	6.35	0.444
287.91905	56.85921	5.13	1.008
287.94170	31.28346	5.93	-0.062
288.02096	49.85576	5.85	0.666
288.11683	-21.65838	6.39	1.129
288.13875	67.66154	3.07	0.990
288.15306	21.55457	6.02	0.069
288.16963	-7.93952	5.35	0.094
288.19224	-50.48642	6.12	0.954
288.30695	-25.90679	5.79	1.387
288.31468	-12.28258	5.51	1.442
288.42793	2.29371	5.14	-0.071
288.43344	5.51561	6.47	0.100
288.43953	39.14597	4.43	-0.150
288.47978	57.70510	5.00	1.156
288.66484	-45.19353	5.91	0.902
288.76121	20.20312	6.03	0.895
288.82234	21.23212	5.65	0.121
288.82990	50.07113	6.27	0.930
288.83371	15.08365	5.58	1.067
288.85358	30.52638	5.88	1.665
288.88512	-25.25668	4.86	0.569
288.88845	-24.17935	6.25	0.548
288.88773	73.35547	4.45	1.257
288.88901	18.51635	6.46	1.743
288.99787	27.92630	6.18	0.634
289.05433	21.39043	4.76	-0.058
289.09059	-45.46603	5.38	1.349
289.09206	38.13373	4.35	1.258
289.11162	14.54462	5.65	-0.020
289.11922	-69.19082	6.25	0.193
289.12930	4.83480	5.59	0.101
289.21411	46.99910	6.02	0.479
289.25217	-65.22770	6.42	-0.046
289.27570	53.36846	3.80	0.950
289.30097	-66.66105	5.52	0.170
289.40866	-18.95291	4.88	1.013
289.43182	23.02554	5.46	0.020
289.45077	2.03173	6.19	0.019
289.45416	11.59542	5.28	0.196
289.54075	-53.38709	6.36	0.505
289.63540	1.08513	5.10	1.143
289.65780	49.56946	6.32	1.123
289.71227	0.33902	6.40	1.050
289.71981	9.61807	6.31	1.065
289.75040	-15.53657	6.09	1.420
289.75480	37.44535	6.25	0.012
289.90183	54.37599	6.23	0.030
289.91249	37.33054	6.29	0.676
289.91395	12.37468	5.53	0.265
289.91664	-35.42145	5.59	-0.122
289.97111	11.53496	6.03	0.087
290.06681	57.64513	5.91	1.626
290.13710	-5.41577	4.98	0.937
290.13773	35.18596	6.30	-0.092
290.14869	-0.89216	5.46	-0.041
290.15896	-22.40254	5.59	0.276
290.16705	65.71453	4.60	0.033
290.37398	-34.98349	6.48	0.628
290.39799	76.55960	6.22	2.673
290.40463	-19.23445	6.25	-0.091
290.41798	79.60283	6.06	0.072
290.41816	-17.84720	3.92	0.228
290.43176	-15.95502	4.52	0.079
290.46206	-18.30839	5.84	1.062
290.53970	-42.01603	6.33	1.129
290.58977	-0.25234	5.81	1.093
290.63897	33.51816	6.09	1.052
290.65732	-51.23128	6.42	0.328
290.65955	-44.45896	3.96	-0.085
290.70146	9.91315	6.34	0.458
290.71202	26.26240	5.22	-0.119
290.71336	-54.42393	5.03	0.020
290.76854	-7.40062	6.31	1.455
290.80474	-44.79978	4.27	0.350
290.89172	33.22197	6.37	0.804
290.94554	20.26436	6.40	0.013
290.97157	-40.61594	3.96	-0.105
290.98542	43.38817	5.85	0.924
291.02284	-68.37108	6.33	1.238
291.02523	36.45209	6.44	1.074
291.03158	29.62134	4.99	-0.120
291.08948	-43.72206	6.13	1.603
291.09197	16.93772	6.27	0.075
291.12575	-27.86595	6.03	-0.117
291.24250	11.94442	5.17	0.761
291.26684	-29.30936	5.91	1.278
291.31871	-24.50858	5.02	0.235
291.33997	-13.89713	5.72	1.372
291.34330	20.27173	6.31	-0.014
291.35732	24.91277	6.19	0.528
291.36918	19.79837	5.14	0.999
291.37358	-23.96246	5.45	1.442
291.37459	3.11478	3.36	0.319
291.53803	36.31790	5.17	-0.120
291.54601	-15.05325	5.71	0.007
291.55519	20.09773	5.60	-0.006
291.57982	-21.77669	5.57	1.228
291.60056	13.02380	5.76	0.456
291.61040	62.55714	6.38	1.413
291.61953	19.89149	5.84	1.558
291.62954	0.33857	4.64	0.576
291.73534	-29.74323	5.66	-0.014
291.85816	52.32044	5.73	-0.002
291.89128	14.28248	6.31	-0.068
291.90165	37.94120	6.30	-0.120
291.95049	-54.32527	5.70	1.406
292.08666	2.93003	5.84	-0.003
292.17637	24.66490	4.44	1.502
292.23785	24.76872	5.82	1.023
292.25412	1.95045	5.79	0.088
292.32511	0.24608	6.25	1.317
292.33708	20.27974	6.34	-0.097
292.33900	-7.04409	6.37	0.870
292.34231	14.59602	5.57	1.050
292.34936	-43.44519	5.70	0.214
292.42650	51.72978	3.76	0.148
292.46745	-26.98562	5.46	1.120
292.46921	-55.44175	6.14	0.974
292.54390	2.90407	6.08	1.820
292.63801	3.44440	6.09	-0.019
292.64422	-55.11005	6.29	0.450
292.66599	-2.78889	5.03	1.770
292.68034	27.95968	3.05	1.088
292.68915	27.96528	5.12	-0.095
292.69513	36.22850	6.26	-0.015
292.72520	-21.31224	6.11	0.121
292.75113	70.98934	6.06	1.416
292.79571	-68.43392	5.98	1.638
292.80648	55.73184	6.37	1.123
292.83055	50.30671	5.55	1.274
292.84009	26.61717	5.89	0.915
292.94301	34.45297	4.74	-0.150
293.05832	-44.54639	6.48	0.526
293.08996	69.66118	4.67	0.786
293.22426	-53.18562	5.76	0.300
293.29196	60.15869	6.30	1.580
293.34009	-45.27175	5.59	-0.020
293.42336	49.26232	6.00	1.545
293.44180	5.46571	6.35	1.471
293.52230	7.37894	4.45	1.176
293.53536	-40.03464	5.89	0.105
293.58246	51.23662	5.71	0.475
293.64540	19.77340	5.00	-0.093
293.67191	42.41251	5.34	0.060
293.69312	63.43417	6.47	1.326
293.71220	29.46295	5.39	0.581
293.75514	52.50202	6.39	1.122
293.78024	-10.56044	5.12	1.122
293.80412	-48.09920	4.88	1.096
293.85472	2.91361	6.37	0.414
293.87419	-7.46028	6.32	1.124
293.88941	-12.25311	6.27	1.089
293.95127	36.94454	6.03	-0.080
293.98311	50.23862	6.47	1.034
294.00689	-24.71908	5.64	0.185
294.03480	22.58576	6.33	-0.059
294.06536	14.39107	6.37	1.045
294.10865	-18.85292	6.13	0.273
294.11056	50.22110	4.49	0.395
294.15824	44.69494	5.17	0.928
294.17681	-24.88362	4.59	-0.075
294.18032	-1.28660	4.36	-0.079
294.21855	11.27321	5.98	0.881
294.22271	-7.02748	4.93	-0.046
294.26392	-18.23105	5.66	1.237
294.29008	29.33370	6.43	-0.087
294.32247	16.46280	5.67	1.007
294.39339	-14.30180	5.46	0.501
294.42007	35.02254	6.44	1.559
294.44716	-4.64764	5.45	0.429
294.48631	49.28442	6.47	0.990
294.60814	-57.98334	6.19	0.973
294.67160	54.97379	5.89	0.482
294.70413	3.38152	6.36	0.001
294.79851	5.39777	5.18	-0.001
294.84419	30.15332	4.68	0.971
294.85557	16.57112	6.37	1.918
294.86036	42.81828	5.41	-0.063
294.89390	45.95744	6.25	0.931
294.92407	-45.27855	6.24	0.293
294.93717	33.97894	6.10	0.094
294.95609	-23.42770	6.33	0.034
294.96743	-66.68551	6.37	0.037
295.02413	18.01389	4.39	0.777
295.02986	-23.42909	5.97	1.038
295.05498	60.50711	6.49	0.212
295.07800	-54.41779	6.24	1.001
295.17146	43.07782	6.17	1.561
295.18050	-0.62123	5.64	0.123
295.18076	-16.29327	5.30	1.109
295.20910	45.52494	5.06	0.426
295.26225	17.47604	4.39	1.041
295.27303	13.81568	5.98	-0.078
295.31104	22.45277	6.43	1.481
295.40527	-65.85441	6.08	1.556
295.45397	50.52506	5.99	0.643
295.46655	50.51752	6.25	0.661
295.49007	40.25414	6.22	0.182
295.51218	-9.19365	6.31	1.341
295.51728	55.46322	6.42	1.453
295.55339	12.19326	6.33	-0.077
295.62972	-16.12400	5.06	0.319
295.64171	11.82658	5.28	0.575
295.68586	32.42674	5.93	0.118
295.78999	30.67789	6.08	0.003
295.79486	38.67171	6.37	1.220
295.81008	58.01662	6.29	0.590
295.88971	-15.47011	5.49	0.460
295.90674	-37.53876	6.14	0.019
295.91457	57.04271	6.28	0.887
295.92885	25.77193	5.50	0.939
295.93790	41.77311	5.86	1.598
295.96438	34.16272	6.04	-0.071
295.98323	27.13540	6.27	1.015
296.06919	37.35436	4.89	0.948
296.07673	69.33706	5.90	0.072
296.14247	13.30278	6.25	-0.041
296.15905	34.41416	6.39	1.521
296.17207	8.72654	6.43	0.940
296.20434	40.71680	6.36	1.561
296.24366	45.13081	2.86	-0.002
296.41522	36.09102	6.38	-0.049
296.41645	7.61316	5.89	0.180
296.46398	35.01275	6.14	1.070
296.46763	-2.88345	6.47	0.016
296.50507	-31.90857	5.51	0.024
296.56491	10.61326	2.72	1.507
296.59058	-19.76111	4.87	1.061
296.60667	33.72760	5.00	0.476
296.64587	32.88859	6.18	1.172
296.68612	68.43800	6.34	0.309
296.84693	18.53429	3.68	1.313
296.86178	47.90756	6.14	1.640
296.86575	38.40761	5.83	-0.087
296.95225	25.38406	6.00	0.993
297.00500	-56.36261	5.33	0.196
297.01260	-13.70362	6.11	0.193
297.04313	70.26793	3.84	0.888
297.12714	10.69410	6.44	0.932
297.17524	11.81590	5.75	0.546
297.20905	-12.31942	6.47	1.676
297.21082	33.43728	6.42	0.129
297.22954	-52.88811	6.27	1.131
297.24442	19.14204	5.01	0.095
297.25918	-10.87076	6.00	1.233
297.29837	-28.78897	6.04	0.403
297.35544	-72.50338	5.39	0.234
297.36460	38.71015	6.12	0.906
297.47258	-66.81307	6.44	1.482
297.47800	28.43967	6.45	-0.104
297.48255	27.08518	6.46	0.937
297.55858	-47.55739	5.91	1.678
297.57283	7.90242	6.49	-0.086
297.59065	-61.06112	6.21	-0.135
297.64165	38.72242	5.18	1.665
297.65553	40.59976	5.68	-0.058
297.65718	52.98800	5.03	1.286
297.68668	-59.19367	5.41	0.082
297.69583	8.86832	0.76	0.221
297.69493	-10.76351	5.38	0.402
297.69530	37.82632	6.13	1.626
297.75515	-65.60509	6.04	0.317
297.75684	10.41573	5.12	0.563
297.76712	22.61005	4.90	-0.153
297.79624	-2.46099	6.12	1.573
297.82388	9.62989	6.25	0.102
297.83075	47.37724	6.22	0.398
297.86183	4.08863	6.47	1.345
297.96085	-39.87437	5.32	-0.045
297.99612	47.02734	5.60	-0.078
298.00664	24.99216	5.54	0.680
298.01432	11.62833	6.16	0.642
298.02986	47.93179	5.91	-0.174
298.05001	-19.04499	5.88	0.979
298.06839	36.43230	6.13	1.434
298.09069	18.67187	6.24	-0.031
298.11820	1.00566	3.87	0.630
298.15718	-54.97103	5.76	0.915
298.25519	47.80772	6.30	-0.126
298.27661	-14.60320	6.47	0.149
298.32241	57.52348	5.14	-0.125
298.32807	-3.11446	5.63	0.231
298.36540	24.07961	4.57	-0.047
298.39762	59.70866	6.06	0.033
298.53449	-8.57421	5.76	1.664
298.56201	8.46145	4.71	1.023
298.57394	-23.94107	6.22	1.017
298.62948	24.31939	5.56	-0.018
298.65688	-8.22729	5.70	-0.079
298.65859	-8.23705	6.49	-0.040
298.66750	7.14035	6.14	0.043
298.66851	-61.17079	6.21	0.163
298.68665	0.27363	5.60	0.098
298.70105	36.99568	5.79	0.773
298.77126	-33.04625	6.47	1.487
298.81541	-41.86829	4.12	1.063
298.82831	6.40676	3.71	0.855
298.83125	-6.73478	6.49	0.391
298.84194	58.25019	6.10	1.021
298.90745	52.43895	4.91	0.124
298.95982	-26.29951	4.70	0.748
298.96568	38.48671	4.95	-0.086
298.98074	58.84597	4.98	1.584
299.00527	16.63480	5.71	0.903
299.00708	-81.34984	6.39	1.402
299.05938	11.42372	5.28	0.014
299.07655	35.08342	3.89	1.019
299.07938	56.68702	6.16	0.090
299.18393	36.25060	6.03	-0.140
299.18822	50.90252	6.46	0.003
299.23680	-27.16990	4.54	1.462
299.27629	-58.90135	5.24	0.014
299.30778	40.36782	5.46	-0.090
299.43936	16.78916	5.54	-0.048
299.48381	42.26077	6.44	0.095
299.48763	-15.49149	5.01	0.055
299.61974	63.53413	6.15	0.035
299.64315	38.10569	6.33	-0.090
299.65826	30.98367	5.51	-0.060
299.67205	-69.16396	5.74	0.224
299.67439	70.36695	6.32	0.868
299.68928	19.49215	3.51	1.571
299.72077	-68.76258	6.38	0.164
299.73511	-30.53838	6.27	1.051
299.73833	-26.19577	4.84	0.882
299.79391	23.10128	5.68	0.345
299.81394	52.05569	6.14	-0.183
299.83510	45.77254	5.92	0.185
299.84435	1.37770	6.17	1.129
299.90261	76.48139	6.20	1.610
299.93408	-35.27631	4.37	-0.150
299.94726	-9.95824	5.87	0.598
299.96399	-34.69780	5.30	0.170
299.97998	37.04289	5.15	-0.133
300.01379	17.51651	5.33	1.576
300.06400	26.18789	6.49	1.132
300.06639	-37.70172	5.95	0.989
300.08438	-33.70345	5.65	0.498
300.09625	-66.94936	5.75	1.033
300.10554	-49.35095	6.18	1.056
300.11036	-43.04330	6.11	1.634
300.14814	-72.91050	3.97	-0.032
300.20136	-45.11292	5.80	0.295
300.24574	8.55773	5.90	1.529
300.27520	27.75357	4.66	0.184
300.31378	37.09900	6.23	1.314
300.33985	50.10469	5.06	1.122
300.34936	-22.73731	6.01	0.981
300.36158	-40.81434	6.31	0.113
300.36894	64.82097	5.22	1.598
300.43630	24.80042	5.88	-0.134
300.43644	-59.37589	4.95	1.356
300.46859	-66.94397	5.32	1.218
300.49417	-13.63722	5.69	0.079
300.50597	24.93804	5.23	0.374
300.58424	64.63442	6.27	0.927
300.66450	-27.70984	4.43	1.640
300.70339	31.95883	6.39	1.205
300.70447	67.87356	4.51	1.313
300.81833	18.50099	5.99	1.420
300.87507	16.03125	5.73	-0.095
300.88941	-37.94070	4.77	1.417
300.90586	29.89681	5.73	0.749
300.91166	22.94106	6.45	1.028
300.93462	-22.59560	6.44	0.503
301.02594	17.07017	5.80	0.600
301.03465	7.27797	5.51	1.063
301.08164	-32.05630	4.99	1.208
301.09647	-0.70931	5.67	1.301
301.11998	48.22966	6.16	0.037
301.15073	32.21860	5.62	0.760
301.18549	63.89021	6.24	0.100
301.22247	68.02716	6.32	1.649
301.27256	-11.59941	6.38	0.543
301.27816	51.83940	6.14	1.601
301.28956	19.99107	5.09	1.058
301.29076	38.47846	6.18	0.654
301.33959	56.34142	6.19	0.437
301.36061	15.50041	6.37	1.615
301.38652	-67.32090	6.07	0.648
301.38700	61.99542	5.40	1.191
301.55093	-4.07821	6.47	1.156
301.55769	53.16569	5.81	0.445
301.59070	35.97247	5.38	0.850
301.72253	23.61443	5.08	-0.162
301.84648	-52.88079	4.93	1.591
301.89621	-55.01601	6.26	0.530
301.92267	34.42291	6.12	0.117
301.95987	9.39983	6.43	0.463
302.00760	-0.67819	5.97	1.023
302.02709	16.66439	6.39	1.720
302.03979	-52.57780	6.47	0.682
302.08528	-66.35469	6.45	1.587
302.13030	-10.06259	6.18	0.031
302.15950	10.72587	6.34	-0.136
302.18170	-66.18207	3.55	0.751
302.22228	77.71142	4.38	-0.046
302.26603	-47.06793	6.46	1.463
302.34316	56.02683	6.49	0.938
302.35675	36.83962	4.93	-0.139
302.63974	26.90417	5.51	0.087
302.76476	21.13458	6.24	0.894
302.78095	-57.52424	6.36	0.057
302.79199	-8.84234	6.39	-0.135
